V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_1n9ni4KhZ8CBhJg,Default Response Set,Anonymous,,,130.179.244.136,0,15-09-28 11:27,15-09-28 12:03,1,M005,1,1,1,2,7,4,1,1,1,5,7,3,0,4,8,7,3,7,5,1,5,2,2,6,2,2,0,2,6,0,8,5,0,5,1,2,6,2,6,6,6,6,6,5,6,2,6,6,5,7,0,1,1,8,8,8,2,8,8,8,7,3,7,5,7,6,6,3,6,7,5,7,7,3,5,7,5,6,7,7,7,4,3,1,6,5,3,4,3,6,5,5,3,4,7,7,7,7,4,3,1,,20,2,,1,3,,4,3,1,10,2,1,1,nothing,administered,To get some facts from the people that in relationship.,No,No,Yes,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_33qfBjTevpbQ0Ic,Default Response Set,Anonymous,,,130.179.244.188,0,15-09-28 11:32,15-09-28 12:08,0,M006,1,1,1,0,0,0,0,0,0,0,6,0,8,0,0,7,0,5,0,0,0,6,7,8,0,7,0,0,0,0,8,4,0,8,0,0,7,2,0,2,8,8,0,0,0,0,8,0,0,8,0,1,1,8,8,8,0,8,8,8,7,4,4,7,7,4,1,1,7,7,1,1,1,1,7,1,7,1,7,1,7,4,1,1,1,1,2,3,1,7,7,1,7,7,1,1,7,1,1,7,1,,21,1,,1,4,,3,3,1,25,1,1,1,None.,"The data I provided on my current relationship will be used to generate questions and statements for a research that is ""currently in the planning stage.""",To observe and gain insight on my relationship and the dynamics between my partner and I. ,"Yes. I believe the Pilot study (on paper) was acting as a mental ""primer"" to the computer test. The written questions asked were generally under the assumption that your relationship was a positive one. Asking such questions that included, ""being upset if the relationship ended"" or ""Reasons why it would be nice to grow old with your partner"" are extremely biased. If one who answered these questions and their current relationship status was a negative one (ie. my past relationship) their answers would reflect a different outlook. Study participants might have a difficult time trying to answer the questions with a positive answer when their true honest response would be negative. Going into the computer test, the available answers in the hypothetical scenarios, there was always at least one ""negative"" response to the action. Such as ""getting revenge on my partner"".",No. ,"Personally I am unsure. If so however, the ""priming"" effect on going into the computer test could result in different answers for all the participants. ",1,1,1,Sucharyna University of Manitoba,,,-1,2
R_3oBZ9ImEMLtR6pf,Default Response Set,Anonymous,,,130.179.244.121,0,15-09-28 12:57,15-09-28 13:44,1,M007,1,1,1,0,2,6,0,4,0,0,8,0,8,0,0,4,1,5,1,0,0,4,4,4,2,6,0,0,0,6,8,4,0,6,0,0,4,0,1,2,6,6,0,1,4,0,4,2,2,6,0,1,1,8,8,8,0,6,6,8,4,3,1,2,5,4,2,1,4,6,4,2,4,3,6,3,5,5,2,4,4,3,1,3,1,6,2,6,1,7,1,6,6,7,5,7,4,7,2,6,1,,18,1,,1,4,,1,2,1,20,1,1,1,"One question was strange, I found it odd that they wanted to know if we drive over the speed-limit.",I think the purpose of the pilot study was to examine how happy we are in our current relationship and if we are planning on pursuing our relationship in the future.,To achieve data based on how we react to our partner doing certain things that might anger some.,Yes they both have to do with relationships.,"Yes, because the first study made us think about all the good things about our partner and so we were more likely to be more forgiving in the questions.",yes we did.,1,1,1,Sucharyna University of Manitoba ,49.81430054,-97.15309906,-1,2
R_ULrAF6AOVcPDEB3,Default Response Set,Anonymous,,,130.179.244.180,0,15-09-28 13:06,15-09-28 13:44,1,M008,1,1,1,0,4,2,2,0,4,6,8,0,8,0,0,8,2,3,5,3,0,3,3,8,0,4,0,0,2,0,8,4,0,4,0,1,0,0,6,6,6,6,0,1,4,1,6,2,4,6,0,1,1,8,8,8,0,8,8,8,5,2,6,4,5,2,5,2,5,5,2,4,4,1,6,4,4,3,6,5,3,2,4,1,1,3,4,3,3,3,5,1,6,5,6,2,7,7,5,4,1,,18,1,,1,4,,3,3,1,10,1,1,1,No not really,Im guessing to find out how people are when they are in a relationship,Again to see if people are honest independently and at the same time with partner,"Yes they were, as I wsa doing the online survey it was about my partner and the written survey it was also about my partner","No, all my answers are from I think of myself and my relationship",I think so ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_1MXJeM7x5E9IYdI,Default Response Set,Anonymous,,,130.179.244.33,0,15-09-28 13:02,15-09-28 13:41,1,M009,1,1,1,3,4,7,1,0,1,8,0,6,3,8,7,4,1,5,4,2,1,7,5,4,5,7,1,4,4,8,4,4,0,8,0,2,2,6,1,4,7,6,1,4,7,0,4,3,7,7,0,1,1,8,8,8,1,7,8,8,6,6,4,6,4,7,7,2,4,6,3,5,5,1,4,3,4,6,7,7,7,4,7,1,2,4,4,2,4,7,4,1,7,2,7,2,7,4,6,2,1,,18,1,,1,4,,0,9,1,28,1,1,1,there were some random questions that had nothing to do with dating,to see what type of person my partner and I are like together and to see what I am like on my own and why I date,to see how much I actually care about my partner and how much I would put up with,yes because they were both about my relationship,not at all,yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3m9SCbrQX98SZ60,Default Response Set,Anonymous,,,130.179.244.222,0,15-09-28 12:57,15-09-28 13:40,1,M010,1,1,1,2,6,4,6,2,4,0,5,0,8,0,0,5,0,4,6,0,0,3,8,2,2,0,1,0,0,0,8,5,1,1,2,1,0,0,6,7,4,4,0,7,7,1,8,4,4,5,0,1,1,7,7,8,3,7,4,2,2,6,1,6,2,7,5,6,2,6,1,5,6,4,4,3,4,5,7,5,7,2,5,1,6,6,6,3,5,4,6,1,7,1,7,6,7,6,4,2,1,,18,2,,1,4,,0,10,1,13,2,1,1,"Not, really, although I was wondering why some questions were not about relationships at all, like the ones if I go over the speed limit.",To understand how dating partners react to hypothetical events in their dating relationships.,To understand how dating partners react to hypothetical events in their dating relationships.,"Yes, they're both about my current relationship.","No, it di not.",Yes,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_1Kvzl6YcFA0GsRp,Default Response Set,Anonymous,,,130.179.244.98,0,15-09-28 13:10,15-09-28 13:38,1,M011,1,1,1,0,3,5,3,4,1,2,6,0,7,0,0,3,1,4,3,0,3,0,0,3,3,1,0,0,3,0,3,5,1,5,1,0,0,4,4,6,4,3,1,4,1,0,4,6,0,4,0,1,1,4,5,6,5,6,4,5,5,5,3,3,5,5,4,2,6,6,5,6,5,3,4,3,4,6,6,2,4,2,6,2,3,3,6,5,6,6,5,3,2,5,5,3,6,2,2,3,1,,21,2,,1,4,,2,11,1,28,1,1,1,yeah questions about stealing and regarding personal life.,I think the purpose of the pilot study was to find out what an individual thinks o his g or wha he knows and what can he do on his own.,probably to find out ho many individuals are actually committed ,no,no,I think so ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2BzmhCg7gqE3R9c,Default Response Set,Anonymous,,,130.179.244.95,0,15-09-28 14:22,15-09-28 15:17,1,M012,1,1,1,0,8,4,0,0,0,0,8,0,8,1,0,6,2,0,0,0,0,6,8,6,0,0,0,0,4,0,8,2,0,8,0,0,4,4,0,6,8,8,0,0,6,0,4,0,0,8,0,1,1,8,8,8,0,8,6,8,6,2,1,4,4,7,1,1,5,3,1,6,4,6,7,5,6,6,4,1,5,2,5,1,1,7,7,5,1,7,1,1,7,1,1,7,1,7,5,4,1,,17,1,,1,4,,1,7,1,20,1,1,1,Not really,Start me thinking about the relationship as well as collect information about what kind of person I am and what kind of relationship I am in.,To examine how I react to certain situations in relation to the presence/absence of certain defining characteristics in my relationship. (How those characteristics may correlate to my reactions),"They were both talking about relationships, and examine the different aspects of a relationship.",No,I'm not sure if everyone got the same prompts.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_T1KL61zhAZKIas1,Default Response Set,Anonymous,,,130.179.244.73,0,15-09-28 14:31,15-09-28 15:19,1,M013,1,1,1,2,8,4,3,3,0,1,5,0,6,0,0,3,2,5,4,2,1,3,3,5,1,8,0,2,7,2,8,3,0,3,0,2,4,1,4,7,5,3,2,5,5,2,4,4,3,4,1,1,1,8,8,8,0,8,8,8,4,6,6,5,3,6,4,3,1,4,3,5,4,7,2,4,5,6,7,3,6,2,5,6,2,4,6,4,1,3,5,1,6,7,7,6,7,2,7,4,1,,17,1,,1,6,"Essentially dating, but not allowed to date yet",1,4,1,24,1,1,1,"Why would they ask if I'm a safe driver when speeding? All the other questions seemed to go along with the topic at least slightly even, except that one. ",Maybe to know how people feel about their relationships.,How people behave in their relationships.,They were both about you relationship.,"It kind of got my mindset on my partner, other than that not really.",I would assume everyone received the same prompts as the researchers did not have any prior knowledge of the participants.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_3QLvCCaiWuqlm29,Default Response Set,Anonymous,,,130.179.244.112,0,15-09-28 14:19,15-09-28 14:57,0,M014,1,1,1,4,6,0,0,0,0,0,8,0,4,8,6,8,0,0,4,0,1,0,2,0,0,3,1,1,2,3,8,0,0,8,2,0,5,2,2,8,8,0,0,8,8,0,8,6,2,7,0,1,1,8,8,8,0,8,8,8,3,7,5,1,5,5,2,5,4,4,3,4,7,1,7,1,3,1,5,5,4,4,4,4,1,6,5,4,1,7,1,4,7,2,1,1,1,1,1,2,1,,18,1,,1,2,,0,5,1,15,1,1,1,if anything some of the questions were alittle bit too vague,Looking at interests and traits between you and your partner.. and how that may effect your relationship positively or negatively,How your actions in life effect how you feel/react to things that people around you that you care about effect what you think of that situation,"Yes, talking about your values and interests and how that effects relationships",nope,depending on your past experiences,1,1,2,Sucharyna University of Manitoba,,,-1,0
R_3rS4siHTzcIPAzv,Default Response Set,Anonymous,,,130.179.244.184,0,15-09-28 15:56,15-09-28 16:43,1,M016,1,1,1,2,8,7,1,3,0,0,8,1,8,6,4,7,1,7,0,0,0,6,8,8,0,6,0,4,0,4,8,7,0,8,0,0,5,4,0,8,7,6,1,2,7,0,7,4,6,6,0,1,1,7,7,7,1,7,4,5,2,3,2,5,2,5,3,6,6,6,1,5,4,4,5,2,4,7,6,2,1,6,1,1,1,5,2,3,2,6,4,5,6,2,7,7,6,4,5,6,1,,19,3,,1,4,,0,7,1,22,1,1,1,"There was a question regarding driving the speed limit which didn't really seem to fit in my opinion. Otherwise, the questions all seemed like pretty average questions.","I think that the questions all brought out feelings of being together with your partner for a long time. Because of that, I assume that the other group did not receive that survey, and we are going to be compared to see if that effected the answers to our questions and how optimistic, etc we were with our partner.","I think that it was to gain the data to compare how happy people are and what they would do in their relationships based on how we answered the paper study. That could be very wrong, but if that isn't it, I assume it has something to do with how people treat their partner and how they perceive their partner to treat them.",I think so. I believe that the first study was a way to illicit positive feelings from the survey taker and then compare the two groups (the one with the positive sounding questions and the one with the negative or no study at all) to see if it changed their answers.,"It might have. If anything it made them a little bit more positive, but I am not sure. I don't think that it had THAT big of an effect on my answers other than getting me thinking about the long term with my partner. That being said, I wouldn't seek revenge and to 'get back' at my partner - whether I took the first survey or not.",I don't believe they did. I think one writing prompt was more negative - talking mostly about things relating to breakups and the like. ,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_2rTTcOsyKqcJFjX,Default Response Set,Anonymous,,,130.179.244.116,0,15-09-29 11:05,15-09-29 12:02,1,M017,1,1,1,2,6,3,0,8,0,0,7,3,8,0,0,5,3,4,4,0,4,1,7,8,0,8,0,0,0,0,8,8,0,6,0,2,3,5,3,8,8,4,0,4,6,1,4,5,0,8,0,1,1,8,8,8,0,8,8,8,4,4,4,4,6,5,4,1,7,4,5,3,7,4,5,5,6,2,6,6,7,5,2,1,2,2,4,4,5,6,4,4,7,7,3,5,2,7,3,6,1,,19,2,,1,4,,3,10,1,22,1,1,1,Some answers to the hypothetical questions seemed strange; there were definitely other options that could have been put on there. ,To understand how people in relationships perceive how their relationships work and why they are in a relationship.,To understand how rational people are when making decisions during a relationship based on their personality.,"Yes, they both asked questions about your relationship.",No.,"If everyone did not receive the same prompts, I'm guessing they would have been the direct opposite of the ones on my paper. ",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_1o1lZzrMK02K9Z0,Default Response Set,Anonymous,,,130.179.244.178,0,15-09-29 12:29,15-09-29 12:54,0,M018,1,1,1,0,8,5,4,6,1,2,0,0,8,0,0,4,2,6,5,4,2,4,6,4,0,8,0,2,2,1,8,6,2,4,0,0,3,8,1,5,7,4,2,5,6,3,1,2,6,3,2,1,1,5,7,4,2,6,4,3,5,7,4,4,1,6,3,4,6,2,1,3,7,6,4,3,4,4,5,2,7,1,6,1,5,2,6,4,1,1,4,2,7,7,7,6,7,7,4,3,1,,17,1,,1,4,,0,9,1,10,1,1,1,"The study didn't exclusively consist of relationship questions, but also included questions about my character, which was strange to me at first.","To get me thinking about my partner and her qualities, as well as relationships in general, as a way to prepare me for the questions in the main study.",To determine people's behaviour in relationships while controlling the variable of people's personalities and character by categorizing them based upon the personality questions. (My terrible guess),Both asked questions involving my partner as well as questions about my behaviour.,"Completing the pilot study made me think about my partner and our relationship as a whole, which I feel made the examination of parts or elements of our relationship easier when completing the main study.","I can no see other people's prompts, and we arent supposed to talk, so I am really not sure. If everyone did not recieve the same writing promts, they likely recieved very similar ones; questions that'd fall into the same categories as the questions I was provided with. (relationship, partner, me)",1,,2,Sucharyna University of Manitoba,,,-1,1
R_3qTJrjoKuB5Si6U,Default Response Set,Anonymous,,,130.179.244.178,0,15-09-29 13:55,15-09-29 14:46,1,M019,1,1,1,0,8,4,0,1,0,0,8,0,0,4,4,8,6,6,6,0,0,0,8,0,0,8,0,2,0,0,3,8,0,0,0,0,8,8,0,0,8,8,0,2,8,0,4,6,0,8,0,1,1,8,8,8,0,8,8,8,1,1,7,3,7,2,7,5,7,1,7,1,7,7,7,1,7,5,7,2,6,1,1,6,1,7,1,7,1,1,5,2,1,7,7,7,7,7,2,7,1,,26,2,,1,4,,0,11,1,25,1,1,1,"Nope, everything was pretty clear",the purpose of the pilot study is to understand dating relationship but focus is more on the reasons rather than what I would do if something happens,the purpose of the pilot study is to understand dating relationship but focus is more on the behaviours that I would do under the certain circumstances rather than the reasons behind my behaviours,maybe what I wrote on the paper would provide what my motive for my behaviours is.,"probably yes, because if I didn't do the pilot study, I wouldn't have thought about my dating life more deeply and because of that, It would have taken more time to do the main study.","I'm told to work alone, so I don't know anything about what other's writing prompts look like.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_2bUmMuCktjkckKU,Default Response Set,Anonymous,,,130.179.244.151,0,15-09-29 13:56,15-09-29 14:46,1,M020,1,1,1,4,8,0,5,0,6,3,8,8,8,0,0,8,0,4,6,8,8,0,0,8,3,4,1,0,8,0,8,3,8,5,1,8,0,0,8,8,0,2,1,8,1,8,0,8,0,0,3,1,1,8,8,8,2,8,4,7,5,7,7,7,7,5,2,5,1,5,4,4,7,1,7,7,7,6,7,3,6,1,7,1,4,1,7,1,1,7,6,1,7,1,7,1,7,1,7,4,1,,19,1,,1,4,,1,10,1,31,1,1,1,The part about stealing and bad habits. ,It studies and describes relationships and its aspects.,To figure out the many variations of relationships and other peoples experiences with their current or past relationship and learn some information about why it didn't last or why it lasted and what methods were used to sustain a healthy relationship.,Yes. Some of the scenarios relate to me and my partner very well. ,Not really. ,It probably differed by different question about relationships and how they would deal with them. ,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_0wwf2Vu2YbNIR8Z,Default Response Set,Anonymous,,,130.179.244.27,0,15-09-29 13:59,15-09-29 14:49,1,M021,1,1,1,1,4,7,0,0,0,3,2,0,2,0,0,2,4,6,1,0,4,7,3,0,0,7,0,4,0,4,1,3,0,0,0,0,0,8,0,4,2,1,0,0,4,0,6,0,1,3,0,1,1,8,8,8,0,8,8,8,3,6,4,1,1,3,4,4,5,3,1,3,7,3,3,6,1,2,7,7,7,1,7,1,7,1,7,2,7,6,7,1,7,1,7,1,7,7,2,6,1,,32,1,,1,6,common law partners,15,0,1,31,1,1,1,"Yes, i did seem strange but I was not wondering about it.",Not sure.,Studying relationship behaviors?,Unsure.,No.,"I do not know if the were the same ""writing prompts""",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_29mhynvCvCShXXc,Default Response Set,Anonymous,,,130.179.244.193,0,15-09-29 13:59,15-09-29 14:48,0,M022,1,1,1,2,7,3,2,1,1,1,4,0,8,0,0,5,6,5,5,0,2,1,2,4,2,8,3,3,6,0,6,4,0,5,2,0,0,6,0,6,6,8,0,0,0,0,7,4,4,6,0,1,1,2,2,3,1,2,1,4,3,6,5,7,5,7,2,1,5,2,5,7,5,2,6,2,6,7,5,5,7,4,7,2,3,1,6,1,6,2,6,1,7,5,7,3,3,7,5,2,1,,19,2,,1,3,,1,2,1,12,1,1,1,"I did not expect questions about ones tendencies to lie or steal, do things that aren't legal of frowned upon.",To understand the level of commitment and what qualities make us want to stay longer with that partner.,To understand how each person would react to different situations and how they would affect the way that person viewed their partner.,They both induced thinking about my current relationship and what I thought was important.,"Slightly, the pilot study made me think of why I was with my partner and were I see myself with them in the future.",Yes,1,1,1,Sucharyna University of Manitoba,,,-1,2
R_OBDUB9enrqneyZ3,Default Response Set,Anonymous,,,130.179.244.80,0,15-09-29 14:23,15-09-29 14:47,1,M023,1,1,1,3,4,8,0,6,0,4,8,5,8,8,4,8,3,6,6,3,6,6,8,4,2,6,1,8,4,5,8,3,1,7,0,1,4,7,4,6,7,7,4,5,6,3,6,5,5,7,1,1,1,8,8,8,0,8,8,8,4,5,2,4,4,6,3,1,6,6,3,5,6,1,7,2,5,7,6,5,6,2,7,2,3,3,7,4,5,2,7,1,7,3,7,3,7,7,6,3,1,,21,1,,1,4,,0,8,1,15,1,1,1,The seemed fair and reasonable.,The aggregate my thoughts and feelings towards partner.,It combined relationship questions and my feelings and emotions towards my perspective on myself. ,"Yes they were, it seemed like they were both trying to see my perspective in life.",No,"Not to sure, but I don't see writing prompts changing the way someone answers the questions.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_27EganBKP7BLsYn,Default Response Set,Anonymous,,,130.179.244.207,0,15-09-29 15:28,15-09-29 16:09,1,M024,1,1,1,0,3,7,0,0,0,0,8,0,3,1,1,4,0,8,0,0,0,3,7,0,0,3,0,7,2,2,0,0,0,7,0,0,7,5,0,7,7,7,0,1,8,0,8,0,7,5,0,1,1,8,7,8,3,7,7,8,2,3,7,1,1,1,3,7,3,2,3,6,6,5,6,3,6,5,6,1,2,6,3,3,1,6,1,7,1,7,3,1,1,1,1,7,1,7,2,7,1,,38,1,,1,4,,2,3,1,20,1,1,1,NOT AT ALL,General sense of how and why relationships begin,Our views of ourselfs within a relatinship and how we deal with chalanges in ceartain situations.,"First was about why we have relationships and second was about specifics,.Common grounds would be somewhat with little overlap within our reasoning",No,Yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_1pm790ktwS4QXwe,Default Response Set,Anonymous,,,130.179.244.178,0,15-09-29 16:58,15-09-29 17:43,1,M025,1,1,1,1,8,6,0,4,0,1,8,4,8,8,3,7,2,7,4,0,0,7,8,7,5,7,0,2,7,5,8,8,0,8,0,1,7,1,8,8,8,8,0,7,7,1,7,5,5,8,0,1,1,8,8,8,1,8,8,8,7,7,5,7,5,6,6,2,1,5,2,6,7,6,6,6,5,7,5,4,6,3,1,1,2,6,6,3,1,7,2,4,5,2,7,7,1,7,5,4,1,,17,1,,1,4,,1,1,1,8,1,1,1,No,To understand important aspects of relationships,"To understand how dating partners would react t hypothetical situations based on the condition of their relationship and who they are as a person (beliefs, personality, etc.)",They both have the theme of relationships.,"Yes, because I realized the characteristics I value most in my partner and therefore could rationally respond to situations illustrated on the computer.  For example, I realized that my partner is very loyal and that I value that characteristic a lot.","I do not know if everyone received the same writing prompt, but they could've varied in the types of questions that were asked, and therefore influenced whether positive or negative thoughts were at the forefront of cognition relative to the computer questionnaire.",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_28U18ZzFd9GNIXt,Default Response Set,Anonymous,,,130.179.244.167,0,15-09-29 16:59,15-09-29 17:46,1,M026,1,1,1,1,5,4,1,0,1,1,6,0,7,0,3,8,1,7,3,0,6,3,1,0,0,2,0,0,6,0,8,6,2,5,0,0,0,0,8,6,3,3,1,6,2,2,1,0,0,5,0,1,1,8,6,5,0,6,7,6,2,2,2,6,2,6,3,2,2,6,1,3,2,7,1,3,2,6,5,2,4,4,2,2,2,4,4,2,2,2,5,2,1,6,2,2,6,6,4,4,1,,21,1,,1,4,,1,0,1,27,1,1,1,nope / the only thing is that I don't have a car and the questions kept ask me about driving.,To identify the relationship between me and my girlfriend.,To identify my characteristics,yes / because my characteristics does affect to my partner some how,no it did not,yes all same,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3oZNQVXAEovyy9o,Default Response Set,Anonymous,,,130.179.244.121,0,15-09-30 8:50,15-09-30 9:55,1,M027,1,1,1,1,7,6,1,1,5,7,2,7,8,0,1,4,5,6,3,2,2,6,7,7,1,7,0,4,1,7,8,6,3,7,0,0,5,6,7,7,7,7,1,1,6,4,6,0,7,7,4,1,1,7,8,8,1,8,7,8,3,6,2,6,2,4,1,2,1,6,1,7,7,2,6,2,6,7,1,7,7,1,7,1,7,1,7,2,1,1,7,1,7,1,7,1,7,1,5,1,1,,18,1,,1,4,,0,7,1,29,1,1,1,I didn't understand how stealing and speeding was related to relationships.,To inquire about how someone views their relationship in the future; to get a long-term understanding of the realtionship.,To inquire about more personal aspects of the relationship. ,They were both directed towards the study of dating relationships. ,"No,  completing the pilot study did not influence my resoponse on the main study. ",I do not understand this question. ,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
